id,Label,Network,Hemisphere,Region,Parcel ID,x,y,degree_centrality,r,eigenvector_centrality,closeness_centrality,region_name,network_name
1,7Networks_LH_Vis_1,7Networks,LH,Vis,1,-44.8448841968708,-14.951325505136328,0.0488656195462478,0.0120760011765048,0.0127752153829034,0.3315753846389194,Visual cortex,Visual
2,7Networks_LH_Vis_2,7Networks,LH,Vis,2,-58.54877337810902,-17.159936760338734,0.0087260034904013,0.0002985884282014,0.000922424073547,0.2564557635992546,Visual cortex,Visual
3,7Networks_LH_Vis_3,7Networks,LH,Vis,3,-41.29417978183737,-10.283588881052816,0.0663176265270506,0.0169106937636806,0.0193808939486292,0.3634321069420982,Visual cortex,Visual
4,7Networks_LH_Vis_4,7Networks,LH,Vis,4,-71.54814272449501,-16.019288191112917,0.0017452006980802,0.0,2.811484329839998e-94,0.0031413612565445,Visual cortex,Visual
5,7Networks_LH_Vis_5,7Networks,LH,Vis,5,-58.32235354225107,-9.040379783276144,0.0924956369982548,0.0072704512980771,0.0121456902739244,0.3451914080385404,Visual cortex,Visual
6,7Networks_LH_Vis_6,7Networks,LH,Vis,6,-71.17410359499664,-9.434564102792812,0.0,0.0,1.3323129615982461e-134,0.0,Visual cortex,Visual
7,7Networks_LH_Vis_7,7Networks,LH,Vis,7,-73.76627976323168,-9.508002667998277,0.0,0.0,1.3323129615982461e-134,0.0,Visual cortex,Visual
8,7Networks_LH_Vis_9,7Networks,LH,Vis,9,-49.360116829922106,-7.617111413259501,0.0802792321116928,0.0120613462246274,0.0119933256198455,0.3596883530671003,Visual cortex,Visual
9,7Networks_LH_Vis_10,7Networks,LH,Vis,10,-69.67436757364973,-6.07261795439382,0.0,0.0,1.3323129615982461e-134,0.0,Visual cortex,Visual
10,7Networks_LH_Vis_11,7Networks,LH,Vis,11,-37.02206871249512,-10.956274038363318,0.0279232111692844,0.0007846447415143,0.0145246395447759,0.3050582671845971,Visual cortex,Visual
11,7Networks_LH_Vis_12,7Networks,LH,Vis,12,-61.23231393073575,-3.850471242978159,0.1029668411867364,0.0120614916487503,0.0143031170634715,0.3491743858236005,Visual cortex,Visual
12,7Networks_LH_Vis_13,7Networks,LH,Vis,13,-72.5062209590344,-4.926925785677589,0.0,0.0,1.3323129615982461e-134,0.0,Visual cortex,Visual
13,7Networks_LH_Vis_17,7Networks,LH,Vis,17,-42.05212429775433,-5.040219351461133,0.0401396160558464,0.0038546551611001,0.0065833722813199,0.3228497166221057,Visual cortex,Visual
14,7Networks_LH_Vis_18,7Networks,LH,Vis,18,-72.01780786676841,4.617957248606466,0.0069808027923211,0.003112093841016,0.0018349087184479,0.2105411417303713,Visual cortex,Visual
15,7Networks_LH_Vis_19,7Networks,LH,Vis,19,-61.931462337472,3.311666794729476,0.0209424083769633,0.0019878356029581,0.0104785996375618,0.3240019283159747,Visual cortex,Visual
16,7Networks_LH_Vis_20,7Networks,LH,Vis,20,-70.33466412094624,4.373678718410112,0.0,0.0,1.3323129615982461e-134,0.0,Visual cortex,Visual
17,7Networks_LH_Vis_21,7Networks,LH,Vis,21,-55.01371005292507,0.8407680270005784,0.0157068062827225,0.0001373064533893,0.0019600432420003,0.28477208379591,Visual cortex,Visual
18,7Networks_LH_Vis_22,7Networks,LH,Vis,22,-76.2814865981539,3.787149524937078,0.0,0.0,1.3323129615982461e-134,0.0,Visual cortex,Visual
19,7Networks_LH_Vis_25,7Networks,LH,Vis,25,-45.94896369454701,2.033492100084338,0.0331588132635253,0.0030514366924002,0.0045654164080013,0.3194417322805634,Visual cortex,Visual
20,7Networks_LH_Vis_28,7Networks,LH,Vis,28,-70.64779695155366,8.505568971830819,0.031413612565445,0.0020990613570164,0.0091707227378587,0.2906060829517802,Visual cortex,Visual
21,7Networks_LH_Vis_29,7Networks,LH,Vis,29,-71.36289164202682,13.999918275597423,0.0034904013961605,3.350325072361694e-05,5.664556635728535e-05,0.1739182764638623,Visual cortex,Visual
22,7Networks_LH_Vis_31,7Networks,LH,Vis,31,-62.332047666900834,7.686497854878716,0.0349040139616055,0.0074293328212239,0.0048920909005304,0.2953329222971247,Visual cortex,Visual
23,7Networks_LH_Vis_32,7Networks,LH,Vis,32,-74.55352894961834,17.519117863095822,0.0034904013961605,7.528086491336953e-05,5.756086475680905e-05,0.176282214202206,Visual cortex,Visual
24,7Networks_LH_Vis_33,7Networks,LH,Vis,33,-73.46269837052871,14.103267398197204,0.0122164048865619,0.0006426660165273,0.0110271589934211,0.2764474431002927,Visual cortex,Visual
25,7Networks_LH_Vis_37,7Networks,LH,Vis,37,-68.15640180831885,16.381487851250256,0.031413612565445,0.0017976688573809,0.0099644839088181,0.2812433095233461,Visual cortex,Visual
26,7Networks_LH_Vis_38,7Networks,LH,Vis,38,-66.04660263057653,17.117907884446055,0.031413612565445,0.0009224619098914,0.0041945124098504,0.3081647668504281,Visual cortex,Visual
27,7Networks_LH_Vis_39,7Networks,LH,Vis,39,-75.19926271743172,23.682699170495795,0.0017452006980802,0.0,0.0002786389715913,0.2196065319645286,Visual cortex,Visual
